id-EP2801495B1    abstract-
id-US20150321562A1    abstract-The present application relates to a vehicle and a method of limiting a vehicle speed during evacuation running designed to prevent a normal battery block from being overcharged by regenerative electric power during evacuation running, in which a vehicle driven by a parallely connected battery blocks runs under a condition in which some abnormal battery blocks are separated. The method may include determining whether a vehicle is performing evacuation running, calculating receivable regenerative electric power for the battery blocks used for running of the vehicle, calculating a limit speed of the vehicle according to the receivable regenerative electric power, and limiting the speed of the vehicle to the limit speed or to a speed lower than the limit speed.
id-EP2759509A1    abstract-Ein Portalhubstapler umfasst ein erstes Aggregat (10) zum Erzeugen elektrischer Primärenergie und ein zweites Aggregat (9; 49) zum Erzeugen elektrischer Sekundärenergie durch Nachverstromung von bei dem Erzeugen der elektrischen Primärenergie anfallender Abwärme des ersten Aggregats (10).
id-DE102014100505A1    abstract-Ein erweiterungsfähiges Fahrzeugsystem umfasst eine Grundeinheit mit einem Rahmen, einem ersten Rad, das in Bezug auf den Rahmen drehbar montiert ist, und einem batterieelektrischen Antriebssystem, das in Bezug auf den Rahmen montiert ist. Das erweiterungsfähige Fahrzeugsystem umfasst außerdem ein erstes Verlängerungsmodul mit einem ersten Fahrzeugkarosserieabschnitt und mit einem in Bezug auf den ersten Fahrzeugkarosserieabschnitt montierten Hilfsantrieb. Die Grundeinheit weist eine erste Befestigungsschnittstelle auf, die in Bezug auf den Rahmen montiert ist, und das erste Verlängerungsmodul weist eine zweite Befestigungsschnittstelle auf, die in Bezug auf den ersten Fahrzeugkarosserieabschnitt montiert ist. Die erste und die zweite Befestigungsschnittstelle sind so ausgelegt, dass sie derart selektiv und lösbar miteinander in Eingriff stehen, dass das erste Verlängerungsmodul und die Grundeinheit eine einzige fahrtüchtige Einheit bilden, wenn die erste und die zweite Befestigungsschnittstelle miteinander in Eingriff stehen.
id-JP5958427B2    abstract-
id-CN104956564B    abstract-根据本发明的方法，为了运行具有至少一个变流器模块(2)的变流器(1)，其中，该变流器模块包括用于连接至电压网络(7)的初级开关回路(3)、用于连接至负载(17)的次级开关回路(4)以及具有中间回路电容(22)的中间连接的电压中间回路(5)，在中间回路电容(22)上下降的中间回路电压(U Z )通过对初级开关回路(3)的控制而被调节到预设的电压额定值(U 0 ，U 01 ‑U 03 )上。在此，电压额定值(U 0 ，U 01 ‑U 03 )取决于在次级开关回路(4)中的功率流的方向而可变地预设。
id-KR101863176B1    abstract-하이브리드 전기 차량은 내부 연소 엔진 및 고전압 DC 버스를 포함한다. 내부 연소 엔진은 바람직하게는 스위칭된 자기저항 기계인 비-자려 발전기/모터와 기계적으로 연동된다. 파워 인버터는 비-자려 스위칭된 자기저항 발전기/모터에 고전압 DC 버스를 전기적으로 그리고 양방향적으로 연결시킨다. 전방 및 후방 축 듀얼 DC-AC 인버터들은 회생 전원을 위해 그리고 차량을 움직이기 위해 고전압 DC 버스에 두개의 견인 AC 비-자려 스위칭된 자기저항 모터들/기어 리듀서들을 전기적으로 그리고 양방향적으로 연결시킨다. 울트라커패시터는 고전압 DC 버스에 연결되었다. 저전압 배터리 사이에 위치된 양방향 DC-DC 컨버터 및 고전압 DC 버스는 고전압 DC 버스 및 울트라커패시터에 모터 모드에서 작동하는 비-자려 스위칭된 자기저항 발전기/모터가 엔진을 시동시킬 수 있도록 에너지를 전송한다.
id-US9789781B2    abstract-A charging device for a vehicle carries out timer charging in which the charging device is set in a standby state without charging until charging start time comes when the charging start time is set for a vehicle-mounted electrical storage device. The charging device for the vehicle includes a charger that charges the electrical storage device with electric power supplied from a device outside the vehicle, and an ECU that determines whether to carry out timer charging or carry out instant charging without carrying out the timer charging on the basis of a state of a switch associated with an open/close state of a charging lid, and that controls the charger. Desirably, a timer cancellation or determination switch is also used as a switch for detecting the open/close state of the lid or a switch for opening the lid.
id-US20160001719A1    abstract-In accordance with the present invention there is provided an engine ( 100 ), the engine ( 100 ) having a first mode and a second mode, the engine ( 100 ) comprising: a first battery ( 101 ); a second battery ( 102 ); a first charge level monitoring device ( 106 ) attached to the first battery ( 101 ); and a control unit ( 105 ). The control unit ( 105 ) is arranged to: measure the charge level of the first battery ( 101 ) using the first charge level monitoring device ( 106 ) when the engine ( 100 ) is in the second mode; and cause the second battery ( 102 ) to charge the first battery ( 101 ) if the charge level of the first battery ( 101 ) is beneath a first threshold value.
id-US20140232331A1    abstract-This disclosure provides systems, methods, and apparatuses for mounting vehicle wireless charging pads to other structures, such as a vehicle underbody or frame. In one aspect, a mounting system including a cover adapted to enclose a vehicle wireless charging pad is provided. The cover includes mounting brackets integrally formed in the cover and configured to attach the charging pad to another structure, such as a vehicle underbody or frame. In another aspect, a mounting system includes shield attachment interfaces integrally formed in a vehicle pad shield and configured to attach the shield to the vehicle pad cover. In another implementation, the shield attachment interfaces are integrally formed in the vehicle pad cover and configured to attach the vehicle pad cover to the vehicle pad shield.
id-US9840250B2    abstract-A vehicle drive apparatus includes: an engine; a rotary machine; an output member coupled to a drive wheel of a vehicle; a differential mechanism configured to couple the engine, the rotary machine, and the output member together to be differentially rotatable via a plurality of differentially rotatable rotational elements; and an elastic member configured to couple a rotation shaft of the rotary machine to the rotational element of the differential mechanism to be relatively rotatable.
id-US9413256B2    abstract-An object is to suppress deterioration of a high-voltage side battery regardless of the magnitude of a load current. Provided is a control device of a DC-DC converter that is constituted by a primary side circuit that is electrically connected between an input side and a transformer, and a secondary side circuit that is electrically connected between an output side and the transformer. The control device includes a command generating unit  325  that sets an output current limiting value to a predetermined value on the basis of a detected input voltage, a duty generating unit  330  that calculates a duty configured to turn ON/OFF a switching element on the basis of the output current limiting value and a detected output current, and a switching signal generating unit  335  that generates a switching signal on the basis of the duty. The duty generating unit  330  generates the duty so that an output current is limited to the output current limiting value or less.
id-WO2014125741A1    abstract-電力変換装置は、高電位側端子と低電位側端子の間に直列に接続され、上下アームを構成する対のスイッチング素子と、前記対のスイッチング素子の間に一端が接続されるコイルと、前記高電位側端子及び前記低電位側端子の間の電圧と、前記コイルのインダクタンスとに基づいて、前記コイルを流れる電流値の時間変化率を算出し、前記算出した電流値の時間変化率に基づいて、前記対のスイッチング素子のうちの一方のみをオン／オフ駆動する片アーム駆動と、前記対のスイッチング素子の双方を逆相でオン／オフ駆動する両アーム駆動との間を切り換える制御装置とを備える。
id-CN104002691A    abstract-本发明涉及功率管道、充电装置和对功率存储装置充电的方法。一种用于对车辆(102)的功率存储装置(106)充电的功率管道(112)包括输出终端，以及能够操作性地设置在接合位置和脱开位置中的一个的锁定机构。当锁定机构位于接合位置时，锁定机构将输出终端锁定到车辆(102)，并且当锁定机构位于脱开位置时，对输出终端解锁。功率管道(112)包括控制器，该控制器包括构造成存储多个计算机可执行指令的存储器装置，以及联接于存储器装置的处理器。指令将处理器构造成接收与车辆(102)和车辆(102)的用户中的一个相关联的标识符，以及在确定下者中的一个之后，产生和发送解锁信号，用于锁定机构位于脱开位置：接收到标识符；以及已经达到功率存储装置(106)的预定充电状态。
id-US20140239879A1    abstract-A charging system for a traction battery is disclosed. The charging system includes a power grid, a stationary battery, a first controlled power supply, a second controlled power supply, and a switching unit. The first controlled power supply is configured to provide electrical power from the power grid to the stationary battery, at a first controlled rate. The second controlled power supply is configured to provide electrical power from the stationary battery to a traction battery, at a second controlled rate, higher than the first controlled rate.
id-WO2014128925A1    abstract-第一回転機と、第二回転機と、を備え、第一回転機あるいは第二回転機のいずれか一方の回転機を動力源とする第一走行モードから第一回転機および第二回転機を動力源とする第二走行モードへ移行するときに、第一回転機のトルク指令値Ｔｔ１と第二回転機のトルク指令値Ｔｔ２との合計トルクを車両に対する要求トルクＴｒよりも大きくする。第一走行モードの動力源であった回転機の第一走行モードから第二走行モードへ移行するときのトルク指令値は、移行開始前のトルク指令値よりも大きくされてもよい。
id-CN104136269B    abstract-工作车辆至少具备行驶用的电动机，包括：第一控制部，生成用于对所述电动机进行控制的速度指令值，且对作为使所述电动机产生扭矩的指令值的扭矩指令值与所述工作车辆的行驶速度之间的关系提供所述工作车辆的实际行驶速度来生成第一扭矩指令值；和第二控制部，基于第一控制部所生成的所述速度指令值和所述实际行驶速度来生成第二扭矩指令值，在所述工作车辆正前进时使用所述第一扭矩指令值和所述第二扭矩指令值之中较小的值来控制所述电动机，在所述工作车辆正后退时使用所述第一扭矩指令值和所述第二扭矩指令值之中较大的值来控制所述电动机，第一控制部基于对所述行驶速度进行调整的加速器的开度、所述实际行驶速度、和所述工作车辆的实际的行进方向来决定所述速度指令值。
id-JP6118124B2    abstract-
id-JP5950017B2    abstract-
id-JP2014154706A    abstract-【課題】組み付け時の金属屑の発生を低減し、かつ組み付け作業性を向上させることができる部品組み付け構造を提供する。 【解決手段】部品３から組み付け方向に延設された挿入片６と、機器本体２に形成された開口部５ｃの縁部から組み付け方向に延設されたガイド用舌片５ａと、ガイド用舌片５ａと対向する開口部５ｃの縁部から組み付け方向に延設されたガイド用舌片５ｂとを備え、ガイド用舌片５ａ，５ｂが、互いに離間する方向に折り曲がっており、開口部５ｃに挿入された挿入片６がガイド用舌片５ａ，５ｂの各基部の間に挟まれた状態で部品３が機器本体２に組み付けられる。 【選択図】図４
id-US20180134208A1    abstract-A power generation system is provided configured for installation within a wheel of a vehicle. The system includes a stator having a plurality of face-mounted permanent magnets; and a rotor having a plurality of windings configured to rotate, with rotation of the wheel, in proximity to the permanent magnets thereby generating a current. The stator is mounted to a brake caliper of the vehicle. Also provided is a wheel-based vehicle display system including a light emitting diode (LED) array arranged on or within a wheel of a vehicle; a power source connected thereto; and a controller connected to the LED array. The display system is configured to display at least one of: textual information, visual images or full-motion video.
id-CN105377613B    abstract-一种车辆电气系统，其可以包括独立于连接至车辆电池的电气母线而被控制的高电力电气母线。高电力电气母线可以至少部分地由电力转换器(例如DC/DC转换器)来供给，该电力转换器从车辆电池汲取电力，并且可以至少部分地将高电力电气母线与车辆电池解耦。诸如主动悬架系统之类的高电力电气负载例如可以由高电力电气母线来供电。
id-US9676278B2    abstract-A vehicle electrical network has: an electric machine configured to operate at least in generator mode; a first energy storage device; a second energy storage device; and a switching arrangement by which the switching states a) through c) described below can be set alternatively to one another: a) either only the first energy storage device or only the second energy storage device is connected to the electric machine; b) the first energy storage device and the second energy storage device are connected in parallel to the electric machine; and c) the first energy storage device and the second energy storage device are connected in series to the electric machine.
id-US9789766B2    abstract-A method and arrangement for operating a motor vehicle having a vehicle electrical system having a semiconductor switch, which during the vehicle operation is loaded with load events based on at least one load-influencing factor, and for which a service life load relationship is predefined, for a nominal service life for a nominal load, and with which for at least one point in time within the nominal service life a nominal load proportion corresponding to the at least one point in time is ascertainable, and the method for the at least one point in time including ascertaining an actual load of the semiconductor switch based on establishing past load events at the at least one point in time, the ascertaining of the nominal load proportion corresponding to the at least one point in time with the predefined service life load relationship, and comparing of the actual and nominal load proportion at the at least one point in time and the reducing of the at least one load-influencing factor when the actual load exceeds the nominal load proportion by more than a predefined tolerance value at the at least one point in time.
id-US9254759B1    abstract-Electromechanical systems using magnetic fields to induce eddy currents and generate lift are described. Magnet configurations which can be employed in the systems are illustrated. The magnet configuration can be used to generate lift and/or thrust. Lift and thrust predictions for various magnet configurations are provided. Arrangements of hover engines, which can employ the magnet configurations, and an associated guidance, navigation and control system, are described. Finally, a number of different applications, such as trains, elevators and printing, which utilize embodiments of the electromechanical systems described herein, are presented.
id-EP2977283B1    abstract-
id-US9428177B2    abstract-A vehicle includes an electric storage apparatus that outputs an electric power to be converted into a kinetic energy for use in running of the vehicle, an engine that generates a kinetic energy for use in running of the vehicle, a generator that receives an output from the engine to generate an electric power, and a controller that controls charge and discharge of the electric storage apparatus. In performing charge of the electric storage apparatus using an electric power from an external power source and in performing charge of the electric storage apparatus using the electric power output from the generator in response to a signal produced through operation by a user, the controller calculate a full charge capacity of the electric storage apparatus based on an SOC of the electric storage apparatus at each of start and end of the charge and a current sum amount during the charge.
id-AU2016204649B2    abstract-A system and method for recovering the optimum power level during regenerative mode is disclosed. Equations for determining the optimum regenerative power level receivable by an energy storage system, for example for 5 any given deceleration event, are derived and disclosed. The equations consider various losses such as the efficiency of the electric motor generator in the generator mode, wind resistance, roiling resistance, transmission losses, engine losses, and losses in the energy storage system. Also disclosed is at least one embodiment of a procedure for controlling a hybrid drive system to achieve the optimum energy 10 recovery.
id-CN104044469B    abstract-提供一种控制再生制动转矩的方法，所述车辆包括被配置为实施用于再生制动控制的方法的控制系统。所述控制系统具有至少一个控制器，所述控制系统被配置成当车辆的车轮的车轮侧滑大于阈值时控制再生制动转矩不大于再生制动转矩限制。对于大于所述阈值的车轮侧滑的至少一些值，所述再生制动转矩限制为非零。
id-DE102013205164B3    abstract-Ein Fahrzeug mit Elektroantrieb, das einen mit den Fahrzeugrädern seiner Hinterachse mechanisch verbindbaren ersten Elektromotor (4B) zum Antrieb der Hinterachse, eine mit dem ersten Elektromotor (4B) elektrisch verbindbare erste Batterie (7B) als Energiequelle für den ersten Elektromotor (4B), einen mit den Fahrzeugrädern der Hinterachse mechanisch verbindbaren ersten Generator (6B) zur Rückgewinnung elektrischer Energie aus der Bewegungsenergie des Fahrzeugs und zum Speichern der elektrischen Energie in der ersten Batterie (7B) aufweist, wird im Hinblick auf seinen energetischen Gesamtwirkungsgrad erfindungsgemäß dadurch verbessert, dass ein mit den Fahrzeugrädern der Vorderachse mechanisch verbindbarer zweiter Elektromotor (4A) zum Antrieb der Vorderachse, eine mit dem zweiten Elektromotor (4A) elektrisch verbindbare Batterie (7A) als Energiequelle für den zweiten Elektromotor (4A), ein mit den Fahrzeugrädern der Vorderachse mechanisch verbindbarer zweiter Generator (6A) zur Rückgewinnung elektrischer Energie aus der Bewegungsenergie des Fahrzeugs und zum Speichern der elektrischen Energie in der zweiten Batterie (7A) vorgesehen ist und dass ein Steuergerät (10) vorhanden ist, das entweder die Vorderachse oder die Hinterachse zum Antrieb des Fahrzeugs mit dem zugehörigen Elektromotor (4B, 4A) mechanisch verbindet, die zugehörige Batterie (7B, 7A) mit dem Elektromotor ((4B, 4A) elektrisch verbindet und dem Generator (6A, 6B) der jeweils anderen Achse mit dieser mechanisch verbindet und die erzeugte elektrische Energie in der Batterie (7A, 7B) der jeweils anderen Achse speichert.
id-US9658075B2    abstract-A travel assist system, a travel assist method, and a computer program that prevent frequent corrections of a travel plan due to variations in congestion information are provided. Congestion information is acquired from a VICS center. The current state of a vehicle is acquired. It is determined whether or not the congestion status of an expected travel route for the vehicle has been varied from the congestion information using a criterion based on the state of the vehicle. In the case where it is determined that the congestion status of the expected travel route has been varied, the travel plan  48  is corrected using the congestion status after the variation.
id-US20140266068A1    abstract-The inventions herein relate to devices and methods to impart charge to lithium ion battery cells. Still further, the present invention incorporates to pulse charging methods and systems related thereto that provide improvements in charging speed, efficiency and additional benefits.
id-WO2014136166A1    abstract-モータ駆動回路にオープン故障やショート故障が生じた場合でも電動モータの駆動制御を継続することが可能なモータ制御装置、これを使用した電動パワーステアリング装置及び車両を提供する。モータ制御装置は、ステータに少なくとも２系統となる第１及び第２の多相モータ巻線を巻装した多相電動モータに対する指令値を出力する指令値演算部と、該指令値に基づいて各多相モータ巻線に個別に第１及び第２の多相モータ駆動流を供給する第１及び第２のモータ駆動回路と、各モータ駆動回路と各多相モータ巻線との間に個別に介挿された多相の第１及び第２のモータ電流遮断部と、各多相モータ駆動電流或いは電圧の異常を個別に検出する第１及び第２の異常検出部と、各異常検出部の何れか一方で少なくとも一相のモータ駆動電流の異常を検出したときに、異常を検出した側のモータ電流遮断部を電流遮断状態に制御する異常時電流制御部とを備えている。
id-US20140265554A1    abstract-A battery system for powering a vehicle is provided. The system may include a first lithium-ion battery pack having a first total energy capacity and a first power to energy ratio (P/E ratio) and a second lithium-ion battery pack connected in parallel with the first lithium-ion battery pack and having a second total energy capacity that is higher than the first total energy capacity and a second P/E ratio that is lower than the first P/E ratio. A method of controlling the battery system is also provided, and may include controlling an operation of a vehicle according to a total power capability of the first and second battery strings, wherein the total power capability is the sum of a first battery string power capability and a second battery string power capability at a same voltage.
id-US20140277887A1    abstract-An electric vehicle and a method for adjusting vehicle parameters based on a type of battery modules inserted into a vehicle. A processor is configured to: receive at least one input parameter from the battery modules housed in the vehicle; determine at least a type (e.g., lithium or lead acid) and capacity of the battery modules in the vehicle; and adjust output parameters to a battery management system and one or more vehicle subsystems based on the determined type and capacity of battery modules. Accordingly, battery packs can be swapped without updating electrical software in the vehicle. A customer can alternate from one type of battery pack module to another more easily and can obtain cost savings. The method can be implemented using CAN bus protocol.
id-EP2983000B1    abstract-
id-JP5817761B2    abstract-
id-CN104044529A    abstract-一种用于操作具有可变电压转换器（VVC）的混合动力电动车辆的方法，所述方法包括：响应于请求VVC测试的信号而命令跨越VVC的第一电压；在第一可校准时间段连续地监视的第一VCC电压差；如果第一电压差超过第一可校准阈值达第一可校准时间段的情况下产生诊断信号。所述方法还包括：响应于第一电压差低于第一校准阈值，命令跨VVC的第二电压；在第二可校准时间段连续地监视第二VCC电压差；在第二电压差超过第二可校准阈值达第二可校准时间段的情况下产生诊断信号；响应于第二电压差低于第二可校准阈值而信号通知测试通过。
id-CN105073486B    abstract-电源控制装置(40)对使用电源系统(30)而行驶的车辆进行控制，电源系统(30)包含第一电源(31)和第二电源(32)这双方，电源控制装置(40)具备：调整单元(40)，通过以表示每单位时间供给接受的电力量的所希望的供给接受率在第一电源与第二电源之间供给接受电力，来调整第一电源及第二电源中的至少一方的蓄电剩余量(SOC)；及设定单元(40)，以根据车速而使供给接受率变化的方式设定供给接受率。
id-WO2014154735A3    abstract-Es wird ein Verfahren zum Betreiben einer Rekuperationsbremseinrichtung (110) eines Kraftfahrzeugs (100) beschrieben. Das Verfahren umfasst die Schritte: Erfassen einer Bremsleistungsvorgabe (Pv), und Wandeln von kinetischer Energie des Kraftfahrzeugs in elektrische Rekuperationsleistung (Pr) gemäß einem Bremsleistungssollwert, der der Bremsleistungsvorgabe (Pv) entspricht. Die Rekuperationsleistung wird an eine elektrische Speichereinrichtung (200) geleitet, um diese aufzuladen. Es wird verfahrensgemäß erfasst, wenn eine Abweichung zwischen dem Bremsleistungssollwert und einem Bremsleistungsistwert auftritt, mit dem das Kraftfahrzeug (100) abgebremst wird. Die Rekuperationsleistung (Pr) wird von der Speichereinrichtung (200) an einen Leistungswiderstand (192) umgelenkt, wenn während dem Leiten der Rekuperationsleistung (Pr) an die Speichereinrichtung (200) erfasst wird, dass die Abweichung zwischen dem Bremsleistungssollwert und dem Bremsleistungsistwert auftritt. Ferner wird eine Rekuperationsbremseinrichtung eingerichtet zur Ausführung des Verfahrens beschrieben.
id-WO2014157508A1    abstract-【課題】ペダル回転機構と駆動輪とが機械的に接続されている車両と、同様な漕ぎ感覚が得られる電動車両を提供する。 【解決手段】 ペダル２５１L、２５１Rとクランク２５Ｌ、２５Ｒとによって回転トルクが入力されるクランク軸２５０と、クランク軸２５０と駆動輪２３ｆとが機械的な伝達機構でつながっていない車両であって、クランク軸２５０に対してペダル踏み込み時に抵抗を付与する抵抗付与手段（ＧＵ）と、ペダル踏み込みによって入力されるトルクに応じて抵抗付与手段Ｇからの抵抗量を調節する抵抗調節手段（ＣＵ）を有する。
id-US20140277931A1    abstract-Power systems and methods described herein can provide power system management and power delivery, among other functionality. The power systems and methods for a vehicle can employ a fuel cell, such as a Solid Oxide Fuel Cell (SOFC), as a power source in conjunction with another power sources, such as one or more vehicle batteries, capacitors, etc. The fuel cell can be conditionally used to provide power to the electrical system, thereby reducing the load on the vehicle batteries.
id-US20140277882A1    abstract-A system and method for controlling an electric vehicle include at least one controller configured to detect an over-voltage condition when an electric-machine voltage exceeds an over-voltage threshold. In response to the over-voltage condition, the electric machine and a variable voltage controller (VVC) are disabled. Upon determining the electric-machine voltage is decreased to at least a second threshold being less than the over-voltage threshold, the controller is configured to set the VVC to a limited-operation mode. Upon determining the electric-machine voltage is decreased to at least a third threshold being less than the second threshold and the over-voltage threshold, the controller is configured to re-enable the electric machine and set the VVC to a normal-operation mode. The limited operation-mode enables the vehicle to maintain vehicle propulsion during the drive-cycle as the electric machine is recovered from a transient condition causing the over-voltage condition.
id-US20160046203A1    abstract-An electrical source control apparatus controls a vehicle which travels by using an electrical source system including a first electrical source and a second electrical source. The electrical source control apparatus has: a controlling device for controlling the first and second electrical sources to set a residual power level of the first electrical source equal to first target amount and to set a residual power level of the second electrical source equal to second target amount, and a setting device for setting the first and second target amounts such that each of the first and second target amounts becomes smaller as a speed of the vehicle becomes larger. The setting device sets the first and second target amounts such that a rate of change of the second target amount to the speed is larger than a rate of change of the first target amount to the speed.
id-CN107738721A    abstract-本发明涉及一种自动回馈电能的太阳能电磁助力单车及其电控板，由单车购物篮太阳能盖板、位置传感器、电磁助力盘、后衣架太阳能电池板、助力永磁体、扭矩传感器构成；扭矩信号感应线圈和位置传感器将自行车运动状态的扭矩信号和方位信号传输至电控板中，电控板通过刹车电控组合线控制电磁助力盘，单车购物篮太阳能盖板与后衣架太阳能电池板共同为蓄电池提供电力。本发明不采用电动机，助力系统不会改变骑行者的感觉，采用太阳能电池板供电，节省能源，刹车时，能自动回收电能，节省自行车骑行者的体力，本发明是一种性能优越小巧的助力装置，结构极其简单，极具市场前景，零排放，对自行车的普及使用具有极其重要的价值。
