id-JP5720701B2    abstract-
id-US9896074B2    abstract-An input rod is operated by a brake pedal to introduce the air into a variable-pressure chamber through a control valve to propel a power piston, thereby advancing a primary piston to generate a brake fluid pressure in a master cylinder. A part of the reaction force from the fluid pressure is transmitted to the input rod through a reaction member. The primary piston is provided with an idle stroke in which no fluid pressure is generated, and the reaction force to be transmitted to a plunger is limited by a reaction force adjusting spring. In the region of the idle stroke, a fluid pressure is supplied to a wheel cylinder through a fluid pressure control unit to perform regenerative cooperative control, and a reaction force from a reaction spring is applied to the input rod.
id-US9388832B2    abstract-A master cylinder device includes a housing whose front side end is closed and which includes a third housing member separating an interior of the housing into a front side chamber and a rear side chamber and having an opening through the third housing member, a first pressurizing piston which includes a main body portion disposed in the front side chamber and which is moved forward by receiving a force for pressurizing the brake fluid to be supplied to a brake devices, and an input piston. In the master cylinder device, an input chamber into which a brake fluid is introduced is defined between a rear end of the main body portion of the first pressurizing piston and the third housing member. The input piston is fitted in the housing with seals, whereby, an inter-piston chamber across which the input piston and the pressure receiving piston face to each other.
id-DE102011004140A1    abstract-Die Erfindung betrifft ein Bremssystem, insbesondere für ein Kraftfahrzeug, umfassend  eine Bremskrafteinrichtung mit einem Bremskraftverstärker zur Verstärkung einer Bremskraft und einer Bremsdruckbereitstellungseinrichtung zur Bereitstellung von Bremsdruck mittels eines Bremsmediums,  eine Bremseinrichtung, die mittels der Bremsdruckbereitstellungseinrichtung mit Druck durch das Bremsmedium beaufschlagbar ist, sowie  zumindest einen Sensor, welcher ausgebildet ist, eine Wegstreckendifferenz eines Verschiebemittels für die Verschiebung von Volumen des Bremsmediums der Bremskrafteinrichtung zu sensieren und wobei  die Bremskrafteinrichtung ausgebildet ist, das zu verschiebende Volumen des Bremsmediums anhand der sensierten Wegstreckendifferenz zu ermitteln.  Die Erfindung betrifft ebenfalls ein entsprechendes Verfahren sowie eine entsprechende Verwendung.
id-WO2012105896A1    abstract-A method for determination of a braking location for regenerative braking of a vehicle (1) to a known stop location. The regenerative braking is effected with a braking force which comprises a regenerative force component F e  imparted by a regenerative brake system (30) of the vehicle. The method comprises the steps of: i) determining a distance between a momentary location and the stop location, ii) determining a braking distance for said regenerative braking on the basis of the momentary speed and F e  ,iii) determining whether the distance between the momentary location of the vehicle and the stop location is within said braking distance, and iv) generating a signal that said braking location has been reached if the distance between the momentary location of the vehicle and the stop location is within said braking distance, otherwise the above method steps are repeated.
id-WO2012112145A1    abstract-A control interface for drivetrain braking provided by a regenerative brake and a nonregenerative brake is implemented using a combination of switches and graphic interface elements. The control interface comprises a control system for allocating drivetrain braking effort between the regenerative brake and the non-regenerative brake, a first operator actuated control for enabling operation of the drivetrain braking, and a second operator actuated control for selecting a target braking effort for drivetrain braking. A graphic display displays to an operator the selected target braking effort and can be used to further display actual braking effort achieved by drivetrain braking.
id-WO2012110988A8    abstract-A kinetic energy recovery device (10; 110) for a vehicle provided with at least of one wheel (4) having a hub (6), it comprises at least one elastic accumulator (11; 111), which is configured for accumulating kinetic energy in the form of elastic energy, and comprises a mobile portion (20; 120, 127, 128); and at least one driving device (12; 112), which is coupled to the mobile portion (20, 120, 127, 128) of the elastic accumulator (11; 111) and the hub (6) and is configured to convert the movement of the mobile portion (20; 120, 127, 128) of the elastic accumulator. (11; 111) into a rotary motion of the hub (6) in the direction of travel of the vehicle (1); the driving device (12; 112) is provided with a first cable (75) provided with a first head (78) coupled to the mobile portion (20, 120, 127, 128) of the elastic accumulator (11; 111); and a free-wheeling element (76), which is coupled to a second head (79) of the first cable (75) and is configured in such a way that winding the first cable in a first sense (Ml) without transmitting a rotary motion to the hub (6) and to unwind the first cable (75) in a second sense (M2) opposite the first sense (Ml) and to transmit a rotary motion to the hub ( 6).
id-DE102011010203A1    abstract-Zur Erhöhung der Fahrsicherheit wird ein Fahrzeug mit einem Elektromotor (2) zum Antreiben des Fahrzeugs, einer Fahrerassistenzeinrichtung (3, 4) zum Unterstützen des Fahrers beim Führen des Fahrzeugs und einer Sensoreinrichtung zum Erfassen eines Ausfalls oder Ausschaltzustands des Elektromotors bereitgestellt. Außerdem ist ein Mittel (5, 8) zum Betreiben der Fahrerassistenzeinrichtung ausschließlich für den Fall, dass mit der Sensoreinrichtung ein Ausfall oder Ausschaltzustand des Elektromotors (2) erfasst ist, vorgesehen. Damit kann beispielsweise bei Ausfall des Elektromotors (2) ein Bremskraftverstärker (3) weiterhin betrieben werden.
id-DE102011011134B8    abstract-
id-US8521350B2    abstract-A control device for a vehicle includes: a charge control portion that adjusts an upper limit of charging power to a battery to prevent a negative electrode potential of the battery from dropping to a lithium reference potential, based on a charge/discharge history of the battery; a braking control portion that detects a sharing ratio between hydraulic braking force by a braking device and regenerative braking force for desired braking force according to a brake pedal depression amount so that a motor generator generates a regenerative braking force within a range of the adjusted upper limit of charging power; and a setting portion that variably sets, according to the hydraulic response rate detected by the detection portion, a degree of limitation of the upper limit when restricting charging current to the battery by restricting the upper limit.
id-US9062593B2    abstract-An arrangement for converting thermal energy to mechanical energy in a vehicle ( 1 ). A working medium is vaporized by a heat source ( 3 ) in the vehicle ( 1 ) and is thereafter expanded through a turbine ( 13 ) generating mechanical energy. A control unit ( 31 ) receives information indicating the vehicle ( 1 ) is to be braked and connects the cooling system ( 21, 39 ) of the vehicle to the vehicle's power train ( 2, 5 - 9 ) to cool a refrigerant to a low temperature. The control unit ( 31 ) receives information that the vehicle ( 1 ) requires extra propulsive force and, uses the cooled refrigerant to subject the working medium in the line circuit ( 10 ) to a second step of cooling before it is led to the evaporator ( 12 ). The condensation temperature of the working medium may thus be lowered and more mechanical energy may be generated in the turbine ( 13 ).
id-US20140028083A1    abstract-A braking system includes a brake pressure provision device for providing brake pressure using a brake medium; a brake pressure compensation device; a wheel brake circuit including a wheel brake cylinder for braking a wheel, the wheel brake circuit being connected via a first actuator to the brake pressure provision device and via a second actuator to the brake pressure compensation device; and a control unit for controlling the actuators and the brake compensation device in such a way that the volume of the brake medium is adapted to a desirable brake pressure in the wheel brake circuit as a function of a predefined parameter, the brake pressure in the wheel brake circuit being reduced with the aid of the brake pressure compensation device and by opening the second actuator and closing the first actuator.
id-US9475475B2    abstract-A hydraulic brake system includes: a plurality of hydraulic brakes; and a first hydraulic pressure generator including a first hydraulic pressure source and a first hydraulic pressure controlling portion that is configured to control an output hydraulic pressure of the first hydraulic pressure source to a target hydraulic pressure. The plurality of hydraulic brakes includes (a) at least one disk brake and (b) at least one drum brake. The first hydraulic pressure generator is in communication with a first brake cylinder that is the brake cylinder of each of the at least one disk brake, and is isolated from a second brake cylinder that is the brake cylinder of each of the at least one drum brake, in a case when a regenerative cooperative control is executed.
id-US20130333969A1    abstract-The aim of the invention is to lower the fuel consumption of a vehicle having a pneumatic brake system during operation of the vehicle by utilizing existing components to their full capacity, thus contributing to energy conservation. The invention relates to a method for controlling pressure, wherein modes of compressed air expansion are provided: in a second compressed-air expansion mode, compressed air is channeled from a second compressed-air storage container to the compression chamber of the air compressor during expansion phases of the air compressor. In a third compressed-air expansion mode, compressed air is channeled from a third compressed-air storage container to the compression chamber of the air compressor during expansion phases of the air compressor. The invention further relates to a pressure control device.
id-KR20120111407A    abstract-본 발명은 차량의 제동 장치에 관련된 것으로, 본 발명의 일 실시예에 따른 듀얼 제동 장치는, 가압에 의해서 이동되는 제1페달과, 상기 제1페달이 소정의 위치를 지나면 상기 제1페달에 의해 가압되어 이동되는 제2페달과, 상기 제1페달이 가압에 의해 이동되면 작동되는 회생 제동 수단과, 상기 제2페달이 상기 제1페달에 의해 가압되어 이동되면 작동되는 마찰식 제동 수단을 구비한다.
id-US20120273285A1    abstract-A method of utilizing potential energy at a worksite comprising providing an energy storage machine including an energy storage system at a first rendezvous height above a working area, coupling the energy storage machine to a first work machine, generating energy while commuting the energy storage machine and first work machine down the first height, storing the generated energy in the energy storage system and decoupling the energy storage machine and the first work machine at a second rendezvous point adjacent to the working area.
id-FR2973300A1    abstract-Le Système comprend - individuellement associé à une roue (« R ») du véhicule - un moteur électrique (10) qui entraîne la roue par l'intermédiaire d'un ensemble d'arbre moteur (1a, 1b), lié à la tige (35) de l'amortisseur associé à la roue (« R »), caractérisé en ce que ledit système motopropulseur comporte un dispositif de freinage électromagnétique (20) implanté sur ledit ensemble d'arbre moteur (1a, 1b) dans la zone de puit amortisseur, de telle sorte que ledit dispositif de freinage électromagnétique (20) ne constitue pas une masse suspendue susceptible de dégrader le comportement routier du véhicule. Véhicules automobiles. Systèmes de freinage de véhicules automobiles.
id-KR20120013879A    abstract-본 발명의 회생 제동의 구조는 자동차 또는 열차에서 승객을 승하차하기 위하여 제동을 할 경우 소멸되는 가속력을 적당한 강도와 크기로 형성되는 스프링이 변형되게 하므로 차가 제동되면서 동력이 저장이 되고 차가 출발할 때는 변형되어 있는 스프링이 복원되면서 차가 출발하므로 연료가 절감 되는 것이다.             자동차, 전동차, 스프링
id-EP2704931B1    abstract-
id-US9421953B2    abstract-A control device is described for a brake system of a vehicle, having a valve control device that is designed to determine, at least taking into account a provided information signal relating to a generator braking moment of a generator that is currently being exerted or is to be exerted, a first target state of a first valve of the brake system that is connected to a master brake cylinder of the brake system and to a fluid storage device of the brake system in such a way that a brake fluid volume can be displaced out of the master brake cylinder into the fluid storage device via the first valve, which is controlled into an at least partly open state, and to output a first control signal, corresponding to the first target state, to the first valve, the first target state being determinable, by the valve control device, for a valve connected via at least one intake line to a brake medium reservoir of the brake system as fluid storage device, as first valve. In addition, a method is described for operating a brake system of a vehicle.
id-US9539990B2    abstract-A control device for a brake system of a vehicle includes a valve control device, using which, while taking into account a provided information signal with respect to a currently exerted or to be exerted generator braking torque of a generator, at least one high-pressure switching valve of a brake circuit of the brake system is able to be controlled into an at least partially opened state such that a brake fluid volume is able to be displaced from a main brake cylinder of the brake system into a storage chamber of the brake circuit via the at least one high-pressure switching valve that has been controlled into the at least partially opened state. Furthermore, a method for operating a brake system of a vehicle is described.
id-WO2012161262A1    abstract-移動体の車内温度を目標温度近傍に維持しながら、回生電力により回収される空調負荷を最大化することにより、移動体自身で回生電力を効率よく消費し、回生効率を大幅に向上させる。　運動エネルギーを電気エネルギーに変換するエネルギー変換装置を備えた移動体の制御装置において、移動体の室内温度を制御する空調装置と、移動体のブレーキ開始位置を把握するブレーキ開始位置把握手段とを設ける。そして、ブレーキ開始位置の手前の地点において、空調装置の負荷を予め零とし、ブレーキ開始位置において、暖房時であれば室温が最低許容温度に、冷房時であれば、室温が最高許容温度になるよう制御する。これにより、ブレーキ開始からブレーキ終了までの期間において、エネルギー変換装置による回生される電気エネルギーを、空調装置で最大限消費されるようにする。
id-US8991942B2    abstract-A brake control apparatus for a vehicle provided with a regenerative braking system includes a hydraulic circuit where a first passage connects a master cylinder to a wheel cylinder. A second passage connects a discharge side of a pump to a first portion of the first passage. A third passage connects a suction side of the pump to a second portion of the first passage between the master cylinder and the first portion. A fourth passage connects the suction side of the pump to a third portion of the first passage between an inflow valve and the wheel cylinder. A reservoir is connected to the third passage and a portion of the fourth passage between an outflow valve and the suction side of the pump. A shut-off valve restricts brake fluid discharge through a discharge-side valve from the pump being driven.
id-US8960811B2    abstract-A brake apparatus includes: a fluid pressure control valve; a fluid pressure pump; a feedback control circuit correcting a control power corresponding to a feedback control target rotation number of a motor and feed the corrected control power to a motor; a feed forward control circuit configured to feed, to the motor, a control power corresponding to a feed-forward control target rotation number of the motor; and an abnormal control fluid pressure generation control device, if a rotation number detector is abnormal, rotating the electric motor with the rotation number higher than the feedback control target rotation number by a margin rotation number, increases the brake fluid passing through the fluid pressure control valve, and changes the control current to be supplied to the fluid pressure control valve so that the wheel cylinder fluid pressure is not changed.
id-US8777336B2    abstract-A brake apparatus includes: a master cylinder generating a master cylinder fluid pressure; a wheel brake device applying a braking force to the wheels; a control fluid pressure generation device including a fluid pressure control valve and a fluid pressure pump; an electric motor driving the fluid pressure pump; a control fluid pressure setting unit setting a control fluid pressure; wherein the control fluid pressure generation device rotates the electric motor to circulate a brake fluid and applies a control current to the fluid pressure control valve to thus generate the control fluid pressure in the fluid pressure control valve, and a target rotation number setting unit configured to calculate a pump-necessary discharge flow rate and a brake fluid amount, and set a target rotation number of the electric motor based on the pump-necessary discharge flow rate.
id-US9221450B2    abstract-A method for operating a vehicle having an electric machine for driving the vehicle and a brake system. Electric energy can be recovered from a movement of the vehicle by the electric machine. In the method, a state of the brake system of the vehicle is determined, and an actuation of a brake pedal of the vehicle is detected. A brake pressure of the brake system and an energy recovery by the electric machine are adjusted dependent on the state of the brake system and the actuation of the brake pedal.
id-EP2535233B1    abstract-
id-US20120310501A1    abstract-Methods and systems employing the same for controlling braking characteristics of a vehicle are provided. Expected braking characteristics of the vehicle are received and driving condition data is continuously received. A determination as to whether the expected braking characteristics can be safely applied in view of the driving condition data is continuously made and the expected braking characteristics are applied when they can be applied safely.
id-GB2492073A    abstract-A braking arrangement, e.g. in a vehicle 100 having in-wheel electric motors, comprises a braking system, which includes a master cylinder 140 and brake pedal 130, arranged to vary hydraulic or pneumatic brake pressure applied a brake calliper or accumulator. In regenerative mode, the motors are arranged to generate a braking torque that is applied to a first wheel when the electric motor is placed via vehicle controller 102 in a braking mode of operation, wherein the electric motor is arranged to vary brake torque generated when the electric motor is in the braking mode dependent upon a predetermined operating condition, e.g. variations in hydraulic/pneumatic pressure in hydraulic lines, of the braking system. The braking system may be an anti-lock braking system and the variations in hydraulic/pneumatic pressure are a result of operating the anti-lock braking system.
id-EP2535232A2    abstract-An air braking system for a vehicle blends regenerative and foundation braking during low deceleration conditions in an effective and controlled manner. The braking system also includes a mechanical override that bypasses system electronics in response to an aggressive brake request such that treadle circuit pressure is sent directly to a brake relay circuit to actuate vehicle brakes.
id-EP2726347B1    abstract-
id-KR20130002231A    abstract-본 발명의 회생제동의 구조는 변속 기어와 대후에 연결 되는 구동 축을 중심으로 복합 판스프링이 형성 되고 상기 복합판스프링의 양 단에 크러치 작동 의 구조와 브레이크 페달을 밟을때 상기 복합판스프링에 동력이 저장 되면서 제동이 되고 가속 페달을 밟을때 출력부의 작동으로 상기 복합판스프링이 감기었던 동력이 풀리면서 구동 축과 대후의 헤리컬 기어를 구동하므로 출발시와 저속일때 연료 소모가 적게 되므로 연비가 많이 향상 되는 회생 제동의 구조에 관한 것 이다.             자동차, 판 스프링
id-EP2733030B1    abstract-
id-EP2548776B1    abstract-
id-CN103826944B    abstract-本车辆制动设备设置有液压制动设备、再生制动设备和制动控制设备，其中，制动控制设备包括目标获取装置、协调控制装置和防抱死控制装置。制动控制装置还包括：终值计算装置，该终值计算装置用于当在制动操作构件连续地操作的制动周期期间防抱死控制装置已经起作用时计算在防抱死系统（ABS）控制周期已经终止且协调控制装置已经重启时的时间点（在t4时刻处）的目标制动力（FR）及再生许可制动力（FH）；以及再生许可装置，该再生许可装置在一个制动周期中ABS控制周期已经终止且协调控制装置已经重启（t4时刻）之后启动，并且仅当目标制动力（FR）小于再生许可制动力（FH）时，该再生许可装置允许再生制动力（FE）的产生。这允许在将不增加在ABS控制装置已经启动且在一个制动周期期间已经终止之后重启ABS控制装置的可能性的范围内产生再生制动力，因此相比常规构型提高了再生效率。
id-CN103687763A    abstract-本发明涉及一种用于车辆的制动系统，该制动系统具有与至少一个车轮制动钳（20）液压连接的主制动缸（10）以及流体输送装置，借助所述流体输送装置能够将制动流体运输到所述至少一个车轮制动钳（20）中，其中所述流体输送装置（22）构造为基本上均匀地进行输送的泵装置，借助所述泵装置能够将制动流体从流体存储装置（24）泵吸到所述至少一个车轮制动钳（20）中。所述流体输送装置（22）例如能够是齿轮泵或者移相运行的多活塞泵。此外，本发明涉及一种用于运行车辆的制动系统的方法。
id-US20140318910A1    abstract-A brake system is described for a vehicle having a master brake cylinder that is hydraulically connected to at least one wheel brake caliper, and having a fluid conveyor device by which brake fluid can be transferred into the at least one wheel brake caliper and out of the at least one wheel brake caliper, the fluid conveyor device including a pump motor that is controllable in two directions of rotation, the motor being capable of being controlled in such a way that brake fluid can optionally be pumped by the fluid conveyor device either out of a fluid storage device into the at least one wheel brake caliper or out of the at least one wheel brake caliper into the fluid storage device. In addition, also described is a method for operating a brake system of a vehicle.
id-EP2736754B1    abstract-
id-KR20130006211A    abstract-본 발명은 자동차의 회생제동 시, 제어의 정확도를 향상시키고 생산비용을 절감하는 것이 가능한 자동차의 회생제동 시스템에 관한 것이다. 본 발명의 실시예에 따른 자동차의 회생제동 시스템은, 유압으로 작동되는 자동차의 회생제동 시스템에 있어서, 운전자의 조작에 의해 직접적으로 유압을 생성하는 제1 실린더; 자동차의 제동에 필요한 유압을 생성하여 휠에 전달하는 제2 실린더; 운전자가 요구하는 제동력을 인식하여 유압을 생성하거나, 상기 제2 실린더로부터 유압을 전달받아 전기를 생성하는 유압생성기; 및 상기 제1 실린더에서 생성된 유압을 상기 제2 실린더에 선택적으로 공급하도록 상기 제1 실린더와 상기 제2 실린더 사이에 개재되는 제1 밸브;를 포함할 수 있다.
id-KR101713705B1    abstract-변속기 회생 제동장치가 개시된다. 변속기 회생 제동장치는 차동 기어장치와 드라이브 샤프트를 포함하는 차량의 제동 작동시 손실 에너지를 회수하는 회생 제동장치에 있어서, 차동 기어장치의 입력축에 설치되어, 차동 기어장치의 입력축의 회전 제동력을 이용하여 전기 에너지를 발생시키는 발전장치를 포함한다.
id-US20130192915A1    abstract-A flywheel energy storage assembly and a method for dissipating energy stored in a flywheel assembly is provided. The flywheel energy storage assembly includes a flywheel rotatably disposed in a flywheel housing, a fluid source, a braking actuator in fluid communication with the fluid source and an interior of the flywheel housing, a sensor, and a controller in communication with the sensor and the braking actuator. In response to a stimulus detected by the sensor, the controller directs the braking actuator to facilitate fluid communication between the fluid source and the interior of the flywheel housing to dissipate energy stored in the flywheel energy storage assembly.
id-DE102011108111A1    abstract-Es wird ein Fahrzeug mit einem Hochdruckspeicher (12) vorgeschlagen, in den ein Hydraulikmotor (10) inen Volumenstrom einspeist, wobei zur Unterstützung des Fahrzeugantriebs vom Hochdruckspeicher (12) ein Volumenstrom den Hydraulikmotor (10) antreibt. Der Hydraulikmotor (10) fördert im Schubbetrieb über ein Steuermodul (11) einen hydraulischen Volumenstrom wahlweise in den Hochdruckspeicher (12) oder in einen Vorratsbehälter (13), der mittels eines steuerbaren Drosselventils drosselbar ist.
id-US8781675B2    abstract-A power transmission reception system for pairing a charge-requesting vehicle with a discharge-requesting vehicle for power transmission reception therebetween includes an extraction device and a transmitter. From each vehicle, a center acquire information about a present location, a traveling direction, and a destination point, and records the acquired information in a database while classifying the vehicle as the charge-requesting vehicle or the discharge-requesting vehicle. The extraction device extracts the charge-requesting vehicle and the discharge-requesting vehicle that are to simultaneously travel in a same area as paired vehicles in accordance with the information in the database. The transmitter generates information about a power transmission reception area and a partner vehicle in the power transmission reception, and transmits the generated information to the paired vehicles.
id-US8911703B2    abstract-The present disclosure is directed to systems and methods for reducing and/or harvesting drag energy from transport vehicles. A system in accordance with a particular embodiment includes a mobile transport platform, a donor substance source carried by the platform, and a thermochemical reactor carried by the platform and coupled to the donor substance. The reactor is configured to carry out a non-combustion dissociation process that dissociates the donor substance into a first constituent and a second constituent. An energy extraction system carried by the transport platform and positioned to extract energy from an airstream passing the transport platform is coupled to the reactor to provide energy for the dissociation process.
id-US9260089B2    abstract-The invention relates to a method for controlling a deceleration arrangement ( 10 ) of a motor vehicle with at least one regenerative braking device ( 12 ) which is designed to decelerate the motor vehicle by means of a variable braking torque and to generate electrical energy corresponding to the braking torque. A return speed of an operating element for driving the motor vehicle, in particular an accelerator pedal ( 22 ), is detected (S 2 ). A predefined braking torque is exerted (S 5 ) by the regenerative braking device ( 12 ) if the return speed and/or a variable correlating thereto exceed(s) or fall(s) below a predefined threshold value.
id-US9096315B2    abstract-An apparatus for recovering kinetic energy released during and aircraft landing after ground contact, for ground and/or flight operation, comprising at least one energy converter for conversion of the kinetic energy into another energy form, where the energy converter is located in the area of the nose landing gear and/or in the area of the main landing gear of the aircraft. At least one energy storage system is provided for receiving and releasing at least a part of the converted kinetic energy. The apparatus has a high degree of multiple utilization and enables, for example, maneuvering of a landed aircraft on the taxiway independently of the engines, where the aircraft is substantially moved with the braking energy recovered during the landing process. Since the main engines are no longer required for maneuvering, there is a considerable potential for saving energy and the use of motor-operated tow vehicles is eliminated.
id-US9221441B2    abstract-In a control device for a brake system of a vehicle, given an actuation of a brake actuating element, a buildup of brake pressure is prevented at least in a first wheel brake caliper of a first brake circuit, a first wheel inlet valve of the first wheel brake caliper being controlled to a partly open state, and a first wheel outlet valve of the first wheel brake caliper being kept in a partly open state, a second wheel inlet valve of a second wheel brake caliper of the first brake circuit being controlled to a partly open state, and a second wheel outlet valve of the second wheel brake caliper being controlled to a closed state, in such a way that a brake pressure can be built up in the second wheel brake caliper.
id-DE102012016300A1    abstract-Eine Bremssteuerungs-/-regelungsvorrichtung, die für ein Fahrzeug mit einem regenerativen Bremssystem verwendet wird, weist einen Bremskreis, der einen Hauptzylinder und einen Radzylinder verbindet; eine Pumpe; ein Auslass-Absperrventil; einen Vorratsbehälter, der eine Bremsflüssigkeit speichern kann, die aus dem Hauptzylinder strömt; und eine Steuerungs-/Regelungseinheit auf. Die Steuerungs-/Regelungseinheit weist einen Bremsflüssigkeitsspeicherungs-Steuerung-/Regelungsabschnitt auf, der die Bremsflüssigkeit speichert, die aus dem Hauptzylinder in den Vorratsbehälter strömt; einen Druckerhöhungs-Steuerungs-/Regelungsabschnitt, der das Auslass-Absperrventil in eine Ventil-Schließrichtung steuert/regelt und die im Vorratsbehälter gespeicherte Bremsflüssigkeit dem Radzylinder durch die Pumpe zuführt, worauf sich der Radzylinderdruck erhöht; und einen Druckverringerungs-Steuerungs-/Regelungsabschnitt auf, der, wenn das regenerative Bremssystem arbeitet, die dem Radzylinder zugeführte und unter Druck gesetzte Bremsflüssigkeit durch die Pumpe in den Vorratsbehälter füllt, worauf sich der Radzylinderdruck verringert.
